COUNTYFP,unemployment_rate,cases_avg_per_100k,deaths_avg_per_100k,party,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
47003,9.085714285714285,1600.37,20.179999999999993,REPUBLICAN,0.164,0.093,0.246,0.248,0.249
47005,8.72857142857143,366.6099999999999,6.16,REPUBLICAN,0.169,0.109,0.206,0.21,0.306
47007,9.228571428571428,4450.02,6.65,REPUBLICAN,0.082,0.122,0.131,0.251,0.415
47009,7.214285714285714,699.28,6.380000000000001,REPUBLICAN,0.069,0.089,0.097,0.183,0.562
47011,7.1000000000000005,1412.0799999999997,8.909999999999998,REPUBLICAN,0.121,0.098,0.126,0.282,0.373
47013,8.514285714285714,397.55,2.5199999999999996,REPUBLICAN,0.059,0.075,0.204,0.109,0.554
47015,7.571428571428571,776.5800000000002,0.0,REPUBLICAN,0.209,0.089,0.238,0.182,0.282
47017,8.128571428571428,587.67,8.159999999999998,REPUBLICAN,0.179,0.088,0.163,0.234,0.337
47019,7.5,580.56,6.799999999999999,REPUBLICAN,0.115,0.031,0.151,0.215,0.487
47021,6.2,1155.7299999999998,10.149999999999999,REPUBLICAN,0.018,0.067,0.155,0.28,0.48
47023,6.128571428571428,947.9399999999999,1.66,REPUBLICAN,0.108,0.068,0.122,0.362,0.34
47025,8.028571428571428,545.4100000000001,0.0,REPUBLICAN,0.163,0.114,0.091,0.236,0.397
47027,9.085714285714285,707.7099999999998,0.0,REPUBLICAN,0.099,0.105,0.264,0.126,0.406
47029,12.0,898.72,2.8,REPUBLICAN,0.197,0.118,0.082,0.171,0.431
47031,9.214285714285714,564.84,0.51,REPUBLICAN,0.165,0.09,0.174,0.208,0.363
47033,6.328571428571429,1263.08,21.0,REPUBLICAN,0.14,0.078,0.123,0.226,0.432
47035,8.385714285714284,571.79,10.040000000000001,REPUBLICAN,0.096,0.093,0.201,0.214,0.395
47037,8.657142857142857,2928.47,28.490000000000002,DEMOCRAT,0.02,0.037,0.086,0.181,0.677
47039,9.314285714285715,1075.84,2.44,REPUBLICAN,0.175,0.171,0.168,0.168,0.318
47041,10.62857142857143,1271.3799999999999,4.9,REPUBLICAN,0.157,0.152,0.231,0.132,0.328
47043,6.685714285714284,971.6499999999999,1.3,REPUBLICAN,0.054,0.076,0.079,0.336,0.455
47045,8.785714285714285,1247.6900000000003,13.809999999999999,REPUBLICAN,0.175,0.17,0.12,0.204,0.331
47047,6.442857142857143,1372.0199999999998,19.479999999999993,REPUBLICAN,0.022,0.001,0.089,0.205,0.682
47049,6.628571428571429,333.7,0.0,REPUBLICAN,0.123,0.122,0.157,0.162,0.437
47051,9.642857142857142,536.17,7.8199999999999985,REPUBLICAN,0.166,0.092,0.13,0.201,0.411
47053,7.3999999999999995,961.2300000000001,2.32,REPUBLICAN,0.182,0.086,0.111,0.26,0.361
47055,9.957142857142857,989.17,22.21,REPUBLICAN,0.061,0.068,0.192,0.237,0.441
47057,7.999999999999999,580.4999999999999,0.0,REPUBLICAN,0.126,0.134,0.129,0.221,0.39
47059,9.214285714285714,464.73999999999995,8.93,REPUBLICAN,0.125,0.178,0.033,0.254,0.41
47061,11.228571428571431,726.24,14.840000000000003,REPUBLICAN,0.142,0.165,0.151,0.212,0.33
47063,8.014285714285714,1625.6899999999998,16.500000000000004,REPUBLICAN,0.157,0.113,0.121,0.189,0.42
47065,7.785714285714286,1421.1100000000004,13.200000000000005,REPUBLICAN,0.116,0.116,0.129,0.229,0.411
47067,9.2,1045.95,13.68,REPUBLICAN,0.148,0.243,0.059,0.14,0.41
47069,7.928571428571429,2949.4300000000003,49.59000000000002,REPUBLICAN,0.035,0.056,0.215,0.261,0.434
47071,7.485714285714286,1358.42,27.250000000000004,REPUBLICAN,0.142,0.14,0.107,0.241,0.371
47073,8.6,437.53000000000003,4.5,REPUBLICAN,0.118,0.146,0.132,0.196,0.407
47075,8.842857142857143,1829.0800000000002,25.72,DEMOCRAT,0.086,0.026,0.169,0.155,0.565
47077,9.157142857142858,1246.3799999999997,0.0,REPUBLICAN,0.127,0.107,0.156,0.282,0.327
47079,8.214285714285714,418.93,3.08,REPUBLICAN,0.092,0.09,0.264,0.207,0.347
47081,6.471428571428571,767.38,0.0,REPUBLICAN,0.063,0.057,0.082,0.217,0.581
47083,8.571428571428571,596.0800000000002,0.0,REPUBLICAN,0.108,0.049,0.116,0.337,0.39
47085,7.1,464.24,16.169999999999998,REPUBLICAN,0.121,0.095,0.156,0.267,0.36
47087,9.057142857142857,909.5499999999997,1.21,REPUBLICAN,0.138,0.128,0.249,0.093,0.392
47089,8.642857142857142,771.6,8.069999999999999,REPUBLICAN,0.151,0.092,0.149,0.176,0.431
47091,7.214285714285714,492.95000000000005,0.0,REPUBLICAN,0.107,0.079,0.141,0.261,0.412
47093,6.5,745.08,5.7,REPUBLICAN,0.036,0.032,0.144,0.209,0.579
47095,8.771428571428572,15333.73,0.0,REPUBLICAN,0.133,0.143,0.166,0.201,0.357
47097,9.514285714285714,1417.9300000000003,23.500000000000007,REPUBLICAN,0.064,0.094,0.191,0.142,0.508
47099,9.071428571428571,903.8399999999999,13.590000000000003,REPUBLICAN,0.074,0.129,0.156,0.192,0.45
47101,8.485714285714286,362.32,8.12,REPUBLICAN,0.098,0.084,0.198,0.236,0.385
47103,10.0,617.6999999999999,2.94,REPUBLICAN,0.126,0.187,0.106,0.214,0.367
47105,7.1571428571428575,1070.6799999999998,5.4799999999999995,REPUBLICAN,0.041,0.06,0.107,0.219,0.573
47107,8.8,830.1000000000003,37.35,REPUBLICAN,0.077,0.087,0.155,0.298,0.384
47109,8.914285714285715,1015.14,12.280000000000003,REPUBLICAN,0.107,0.105,0.115,0.274,0.4
47111,7.1428571428571415,3217.5899999999997,49.87999999999999,REPUBLICAN,0.146,0.085,0.215,0.083,0.47
47113,7.828571428571428,717.75,10.87,REPUBLICAN,0.1,0.056,0.129,0.334,0.381
47115,8.285714285714286,670.07,13.760000000000002,REPUBLICAN,0.115,0.122,0.135,0.247,0.381
47117,11.071428571428571,688.7000000000002,5.88,REPUBLICAN,0.219,0.129,0.139,0.164,0.349
47119,9.585714285714285,961.8100000000003,5.699999999999998,REPUBLICAN,0.119,0.07,0.19,0.156,0.466
47121,9.642857142857142,676.9799999999999,0.0,REPUBLICAN,0.08,0.118,0.136,0.214,0.453
47123,9.6,681.65,17.519999999999996,REPUBLICAN,0.07,0.138,0.165,0.229,0.397
47125,8.242857142857142,721.1799999999998,4.760000000000002,REPUBLICAN,0.083,0.063,0.203,0.228,0.423
47127,6.3571428571428585,598.8100000000002,0.0,REPUBLICAN,0.173,0.101,0.176,0.235,0.316
47129,6.8428571428571425,290.57000000000005,4.69,REPUBLICAN,0.08,0.113,0.077,0.318,0.413
47131,7.185714285714285,1082.93,20.730000000000004,REPUBLICAN,0.117,0.125,0.187,0.246,0.325
47133,7.3,517.6,4.48,REPUBLICAN,0.12,0.131,0.228,0.128,0.393
47135,11.242857142857144,801.48,0.0,REPUBLICAN,0.18,0.148,0.137,0.159,0.376
47137,6.885714285714286,414.12,19.810000000000002,REPUBLICAN,0.105,0.128,0.219,0.133,0.416
47139,7.457142857142857,714.9000000000001,1.7,REPUBLICAN,0.089,0.069,0.15,0.24,0.452
47141,7.371428571428572,1830.2300000000002,16.71,REPUBLICAN,0.16,0.164,0.207,0.099,0.369
47143,11.471428571428572,1417.71,3.0100000000000002,REPUBLICAN,0.096,0.154,0.113,0.154,0.483
47145,7.000000000000001,514.45,1.8900000000000001,REPUBLICAN,0.074,0.142,0.105,0.274,0.405
47147,6.7857142857142865,1930.3700000000003,22.4,REPUBLICAN,0.187,0.069,0.081,0.159,0.504
47149,7.957142857142856,1677.4599999999998,15.169999999999996,REPUBLICAN,0.081,0.073,0.121,0.215,0.51
47151,9.328571428571427,332.8299999999999,0.0,REPUBLICAN,0.121,0.144,0.154,0.219,0.362
47153,8.614285714285716,647.09,0.0,REPUBLICAN,0.108,0.087,0.177,0.289,0.339
47155,12.457142857142856,1530.6600000000003,4.8,REPUBLICAN,0.039,0.072,0.15,0.183,0.556
47157,9.257142857142856,2093.65,29.69,DEMOCRAT,0.034,0.025,0.105,0.184,0.653
47159,7.028571428571428,1546.8999999999996,10.649999999999999,REPUBLICAN,0.088,0.091,0.202,0.113,0.507
47161,7.1,482.8200000000001,0.0,REPUBLICAN,0.071,0.045,0.15,0.214,0.521
47163,7.714285714285714,407.24999999999994,4.229999999999999,REPUBLICAN,0.096,0.091,0.143,0.187,0.483
47165,7.285714285714286,1551.4,35.3,REPUBLICAN,0.104,0.069,0.14,0.196,0.49
47167,7.1000000000000005,1633.8599999999997,13.570000000000006,REPUBLICAN,0.081,0.025,0.223,0.138,0.533
47169,6.5857142857142845,14192.989999999994,53.3,REPUBLICAN,0.112,0.063,0.241,0.133,0.452
47171,8.771428571428572,658.66,0.0,REPUBLICAN,0.049,0.041,0.108,0.306,0.497
47173,7.357142857142857,491.26000000000005,0.0,REPUBLICAN,0.086,0.145,0.167,0.181,0.421
47175,9.871428571428572,482.0299999999999,0.0,REPUBLICAN,0.145,0.147,0.147,0.239,0.323
47177,10.514285714285714,805.5500000000001,7.629999999999999,REPUBLICAN,0.14,0.107,0.189,0.212,0.352
47179,7.1000000000000005,614.41,0.88,REPUBLICAN,0.061,0.074,0.166,0.218,0.48
47181,7.814285714285715,1168.41,6.0200000000000005,REPUBLICAN,0.089,0.215,0.136,0.147,0.414
47183,6.185714285714286,544.0100000000001,5.59,REPUBLICAN,0.093,0.135,0.228,0.251,0.292
47185,8.128571428571428,640.5199999999999,10.919999999999998,REPUBLICAN,0.185,0.205,0.162,0.115,0.333
47187,5.4142857142857155,1258.2100000000003,9.600000000000005,REPUBLICAN,0.019,0.073,0.091,0.212,0.604
47189,7.085714285714286,1320.5700000000002,14.979999999999999,REPUBLICAN,0.105,0.035,0.099,0.192,0.568
48001,5.6000000000000005,3985.7600000000007,7.280000000000001,REPUBLICAN,0.172,0.104,0.095,0.088,0.541
48003,8.028571428571428,1264.6699999999998,24.780000000000005,REPUBLICAN,0.09,0.044,0.067,0.202,0.597
48005,7.914285714285713,1768.4299999999998,17.150000000000002,REPUBLICAN,0.121,0.064,0.079,0.2,0.536
48007,8.82857142857143,579.2399999999998,12.05,REPUBLICAN,0.006,0.005,0.17,0.074,0.746
48009,5.542857142857143,199.04000000000008,0.0,REPUBLICAN,0.081,0.053,0.099,0.091,0.676
48011,4.528571428571429,297.75,0.0,REPUBLICAN,0.08,0.066,0.116,0.25,0.488
48013,8.657142857142857,797.7599999999999,8.58,REPUBLICAN,0.001,0.01,0.032,0.156,0.802
48015,6.757142857142858,667.5599999999998,16.32,REPUBLICAN,0.006,0.024,0.054,0.224,0.692
48017,5.085714285714286,2083.6899999999996,48.27999999999999,REPUBLICAN,0.018,0.106,0.06,0.217,0.598
48019,6.257142857142857,338.5700000000001,1.44,REPUBLICAN,0.073,0.018,0.07,0.09,0.749
48021,6.542857142857144,1446.15,13.87,REPUBLICAN,0.007,0.02,0.084,0.161,0.729
48023,3.614285714285714,246.95000000000002,0.0,REPUBLICAN,0.066,0.075,0.134,0.104,0.62
48025,9.671428571428573,1432.58,6.1499999999999995,REPUBLICAN,0.001,0.003,0.052,0.19,0.753
48027,7.371428571428573,878.27,5.640000000000001,REPUBLICAN,0.01,0.035,0.078,0.205,0.672
48029,8.17142857142857,1898.4899999999996,18.28000000000001,DEMOCRAT,0.015,0.016,0.057,0.09,0.822
48031,4.142857142857143,822.5799999999999,9.8,REPUBLICAN,0.005,0.019,0.115,0.074,0.788
48033,3.528571428571429,0.0,0.0,REPUBLICAN,0.039,0.115,0.125,0.107,0.614
48035,5.828571428571428,581.6399999999999,3.56,REPUBLICAN,0.031,0.154,0.102,0.248,0.465
48037,8.085714285714287,821.9,39.280000000000015,REPUBLICAN,0.058,0.134,0.114,0.221,0.473
48039,8.871428571428572,1567.4500000000003,12.61,REPUBLICAN,0.021,0.042,0.075,0.17,0.691
48041,5.8428571428571425,1650.3600000000001,19.43,REPUBLICAN,0.012,0.038,0.067,0.347,0.537
48043,7.328571428571428,1927.9399999999998,10.850000000000001,REPUBLICAN,0.011,0.012,0.077,0.172,0.728
48045,5.242857142857142,683.7600000000002,64.68,REPUBLICAN,0.105,0.077,0.113,0.187,0.518
48047,10.614285714285714,1091.5199999999998,15.769999999999998,DEMOCRAT,0.061,0.004,0.166,0.09,0.678
48049,6.871428571428571,924.6899999999999,48.370000000000005,REPUBLICAN,0.085,0.077,0.066,0.239,0.534
48051,6.628571428571428,1219.7199999999998,3.6,REPUBLICAN,0.02,0.072,0.071,0.281,0.555
48053,5.1,1022.6,16.119999999999997,REPUBLICAN,0.031,0.039,0.055,0.194,0.682
48055,6.814285714285715,2361.04,19.860000000000007,REPUBLICAN,0.001,0.001,0.063,0.185,0.751
48057,6.128571428571428,1983.5600000000002,16.73,REPUBLICAN,0.019,0.028,0.179,0.071,0.703
48059,5.771428571428571,274.39000000000004,14.279999999999998,REPUBLICAN,0.049,0.06,0.119,0.205,0.567
48061,10.714285714285717,2198.3,47.36,DEMOCRAT,0.035,0.061,0.034,0.056,0.813
48063,7.399999999999999,1482.63,15.26,REPUBLICAN,0.017,0.064,0.213,0.235,0.471
48065,4.5,190.39000000000001,0.0,REPUBLICAN,0.099,0.064,0.124,0.252,0.462
48067,7.928571428571428,465.4999999999999,23.25,REPUBLICAN,0.034,0.145,0.17,0.209,0.441
48069,3.728571428571428,2151.66,15.510000000000002,REPUBLICAN,0.057,0.051,0.043,0.296,0.553
48071,9.614285714285714,1935.8300000000004,14.020000000000003,REPUBLICAN,0.027,0.094,0.078,0.201,0.6
48073,7.957142857142856,1352.59,3.7800000000000002,REPUBLICAN,0.123,0.063,0.148,0.192,0.475
48075,4.014285714285714,393.72,0.0,REPUBLICAN,0.147,0.124,0.189,0.206,0.334
48077,5.657142857142857,284.89,0.0,REPUBLICAN,0.066,0.049,0.105,0.087,0.693
48079,7.2,530.77,0.0,REPUBLICAN,0.029,0.078,0.068,0.229,0.595
48081,5.514285714285714,1055.8799999999999,29.539999999999996,REPUBLICAN,0.039,0.056,0.093,0.241,0.572
48083,7.728571428571429,142.68,0.0,REPUBLICAN,0.053,0.048,0.084,0.259,0.556
48085,6.985714285714285,600.8599999999999,7.650000000000002,REPUBLICAN,0.021,0.026,0.054,0.181,0.719
48087,4.357142857142857,215.22999999999993,0.0,REPUBLICAN,0.239,0.142,0.176,0.16,0.284
48089,5.5857142857142845,1134.6399999999999,6.869999999999999,REPUBLICAN,0.004,0.044,0.078,0.228,0.645
48091,6.828571428571428,1311.0900000000001,30.43000000000001,REPUBLICAN,0.007,0.044,0.063,0.146,0.74
48093,5.6571428571428575,681.1,7.35,REPUBLICAN,0.045,0.075,0.059,0.2,0.621
48095,4.6,833.1600000000001,0.0,REPUBLICAN,0.012,0.029,0.072,0.279,0.607
48097,7.471428571428571,445.32000000000005,0.0,REPUBLICAN,0.118,0.026,0.056,0.207,0.594
48099,6.999999999999999,776.0899999999999,3.9899999999999993,REPUBLICAN,0.015,0.027,0.142,0.194,0.622
48101,5.314285714285715,654.0600000000001,71.54,REPUBLICAN,0.107,0.106,0.188,0.176,0.423
48103,13.085714285714287,1402.6499999999996,208.49,REPUBLICAN,0.08,0.056,0.096,0.199,0.57
48105,8.828571428571427,4249.13,125.73000000000002,REPUBLICAN,0.026,0.071,0.072,0.225,0.606
48107,5.457142857142857,912.6000000000001,52.710000000000015,REPUBLICAN,0.031,0.071,0.058,0.227,0.613
48109,6.685714285714286,671.16,46.059999999999995,DEMOCRAT,0.125,0.006,0.039,0.176,0.654
48111,2.9142857142857146,2766.8700000000003,42.480000000000004,REPUBLICAN,0.119,0.074,0.123,0.289,0.396
48113,8.185714285714285,1828.8500000000004,24.32,DEMOCRAT,0.024,0.019,0.059,0.141,0.757
48115,8.6,995.4700000000004,7.840000000000001,REPUBLICAN,0.03,0.023,0.074,0.115,0.759
48117,3.6285714285714286,3059.01,122.31000000000002,REPUBLICAN,0.063,0.063,0.095,0.284,0.494
48119,5.928571428571429,235.84000000000003,0.0,REPUBLICAN,0.04,0.074,0.094,0.285,0.507
48121,7.185714285714286,719.4399999999999,6.090000000000001,REPUBLICAN,0.016,0.025,0.046,0.204,0.709
48123,5.828571428571429,2535.4799999999996,77.96,REPUBLICAN,0.003,0.019,0.091,0.061,0.827
48125,6.442857142857142,233.66000000000003,0.0,REPUBLICAN,0.032,0.071,0.111,0.254,0.532
48127,6.128571428571427,1015.9399999999999,1.65,DEMOCRAT,0.021,0.059,0.097,0.133,0.69
48129,4.628571428571428,1308.9100000000003,0.0,REPUBLICAN,0.139,0.065,0.147,0.21,0.439
48131,11.557142857142859,1243.29,4.48,DEMOCRAT,0.122,0.003,0.132,0.053,0.691
48133,6.971428571428572,236.59,0.0,REPUBLICAN,0.055,0.089,0.104,0.195,0.557
48135,10.285714285714286,1853.13,22.61,REPUBLICAN,0.085,0.047,0.076,0.204,0.588
48137,3.1714285714285713,1168.3,0.0,REPUBLICAN,0.016,0.047,0.145,0.101,0.691
48139,6.528571428571429,1266.0800000000004,11.770000000000003,REPUBLICAN,0.027,0.017,0.044,0.19,0.722
48141,8.8,1619.0600000000002,28.92,DEMOCRAT,0.007,0.007,0.033,0.075,0.877
48143,6.2,936.03,6.21,REPUBLICAN,0.017,0.096,0.075,0.202,0.609
48145,6.257142857142857,609.59,1.92,REPUBLICAN,0.009,0.029,0.061,0.187,0.715
48147,5.0,561.8299999999999,22.940000000000005,REPUBLICAN,0.117,0.126,0.131,0.226,0.4
48149,4.7,1262.64,22.44000000000001,REPUBLICAN,0.006,0.05,0.259,0.142,0.543
48151,4.357142857142858,604.2600000000001,26.11,REPUBLICAN,0.097,0.097,0.109,0.186,0.51
48153,6.685714285714286,1315.11,92.1,REPUBLICAN,0.049,0.063,0.043,0.216,0.629
48155,4.4714285714285715,282.43000000000006,0.0,REPUBLICAN,0.045,0.101,0.23,0.147,0.477
48157,8.042857142857143,834.4599999999999,12.53,DEMOCRAT,0.024,0.03,0.057,0.115,0.774
48159,5.514285714285714,773.4,9.31,REPUBLICAN,0.013,0.055,0.131,0.327,0.474
48161,8.557142857142859,729.8100000000002,0.0,REPUBLICAN,0.025,0.121,0.085,0.137,0.632
48163,5.657142857142857,2290.5399999999995,10.400000000000002,REPUBLICAN,0.136,0.007,0.038,0.108,0.71
48165,5.4,462.44,0.0,REPUBLICAN,0.121,0.034,0.033,0.176,0.636
48167,9.22857142857143,2441.96,20.47,REPUBLICAN,0.033,0.037,0.105,0.207,0.617
48169,6.714285714285714,1537.28,38.96999999999999,REPUBLICAN,0.034,0.079,0.067,0.207,0.612
48171,5.485714285714286,614.08,0.0,REPUBLICAN,0.095,0.091,0.107,0.114,0.592
48173,3.5,425.8800000000001,0.0,REPUBLICAN,0.069,0.054,0.058,0.234,0.586
48175,7.671428571428571,1012.7499999999999,29.240000000000002,REPUBLICAN,0.001,0.025,0.16,0.077,0.737
48177,5.457142857142856,2836.4300000000003,29.33,REPUBLICAN,0.001,0.001,0.091,0.078,0.828
48179,7.828571428571429,726.47,18.230000000000004,REPUBLICAN,0.139,0.069,0.134,0.222,0.436
48181,6.3428571428571425,694.73,6.010000000000002,REPUBLICAN,0.064,0.063,0.095,0.247,0.53
48183,8.542857142857143,1083.21,14.910000000000004,REPUBLICAN,0.053,0.064,0.074,0.186,0.623
48185,8.1,2947.41,10.790000000000001,REPUBLICAN,0.025,0.047,0.04,0.348,0.54
48187,6.757142857142857,926.9699999999999,5.03,REPUBLICAN,0.027,0.022,0.032,0.125,0.794
48189,7.2,3358.6600000000008,81.28000000000002,REPUBLICAN,0.066,0.058,0.028,0.239,0.609
48191,5.985714285714286,231.36,33.74,REPUBLICAN,0.179,0.065,0.19,0.157,0.41
48193,4.685714285714285,636.6599999999997,26.75,REPUBLICAN,0.019,0.085,0.137,0.267,0.493
48195,3.3714285714285714,971.13,37.04,REPUBLICAN,0.136,0.076,0.126,0.234,0.428
48197,4.385714285714286,323.17999999999995,0.0,REPUBLICAN,0.042,0.116,0.237,0.223,0.381
48199,9.5,1281.19,12.98,REPUBLICAN,0.021,0.054,0.102,0.187,0.636
48201,9.328571428571427,1443.45,15.21,DEMOCRAT,0.019,0.024,0.069,0.152,0.736
48203,7.985714285714286,903.67,66.58999999999999,REPUBLICAN,0.086,0.037,0.088,0.19,0.599
48205,2.242857142857143,1534.6199999999997,35.84,REPUBLICAN,0.1,0.07,0.116,0.28,0.434
48207,4.328571428571428,779.61,0.0,REPUBLICAN,0.087,0.128,0.137,0.209,0.439
48209,7.057142857142857,1836.0100000000002,10.78,DEMOCRAT,0.0,0.007,0.022,0.115,0.855
48211,4.571428571428571,961.3299999999999,0.0,REPUBLICAN,0.189,0.125,0.139,0.138,0.409
48213,6.728571428571429,631.2300000000002,8.87,REPUBLICAN,0.043,0.072,0.127,0.197,0.56
48215,12.157142857142857,1839.66,62.96999999999999,DEMOCRAT,0.055,0.003,0.033,0.084,0.826
48217,6.628571428571429,777.7900000000001,6.370000000000001,REPUBLICAN,0.047,0.083,0.029,0.242,0.599
48219,7.999999999999999,747.6300000000001,17.56,REPUBLICAN,0.031,0.072,0.06,0.237,0.6
48221,7.071428571428571,581.4300000000001,8.59,REPUBLICAN,0.009,0.122,0.135,0.124,0.61
48223,5.385714285714286,444.99999999999994,13.900000000000002,REPUBLICAN,0.054,0.026,0.062,0.369,0.488
48225,5.257142857142857,1245.97,0.0,REPUBLICAN,0.182,0.09,0.104,0.15,0.474
48227,7.842857142857143,375.06,8.490000000000002,REPUBLICAN,0.063,0.063,0.061,0.218,0.596
48229,8.157142857142857,388.73000000000013,0.0,REPUBLICAN,0.013,0.003,0.076,0.029,0.88
48231,7.1000000000000005,996.88,11.170000000000002,REPUBLICAN,0.069,0.072,0.082,0.285,0.492
48233,7.557142857142858,553.31,4.76,REPUBLICAN,0.112,0.064,0.128,0.249,0.447
48235,5.700000000000001,539.4,0.0,REPUBLICAN,0.009,0.047,0.058,0.276,0.61
48237,7.142857142857143,305.4600000000001,0.0,REPUBLICAN,0.009,0.018,0.012,0.37,0.592
48239,5.814285714285714,1985.0800000000002,9.049999999999999,REPUBLICAN,0.02,0.062,0.146,0.075,0.696
48241,11.528571428571428,767.1499999999999,13.54,REPUBLICAN,0.04,0.055,0.068,0.125,0.712
48243,5.671428571428572,351.7499999999999,0.0,REPUBLICAN,0.009,0.005,0.038,0.186,0.763
48245,12.4,2060.3700000000003,24.32,REPUBLICAN,0.036,0.075,0.11,0.171,0.608
48247,8.9,939.5600000000003,0.0,DEMOCRAT,0.071,0.003,0.079,0.099,0.748
48249,12.471428571428573,1348.0600000000002,4.199999999999999,REPUBLICAN,0.057,0.007,0.137,0.051,0.748
48251,7.014285714285714,850.7300000000001,4.7700000000000005,REPUBLICAN,0.024,0.079,0.056,0.199,0.642
48253,7.114285714285715,4196.699999999998,0.0,REPUBLICAN,0.064,0.079,0.121,0.193,0.543
48255,5.8999999999999995,1498.4999999999998,0.0,REPUBLICAN,0.0,0.001,0.104,0.145,0.75
48257,6.971428571428571,1145.6399999999999,4.0,REPUBLICAN,0.063,0.058,0.041,0.155,0.682
48259,5.6,308.39000000000004,0.35,REPUBLICAN,0.002,0.059,0.076,0.158,0.705
48261,5.528571428571428,1096.1600000000003,123.75,REPUBLICAN,0.04,0.01,0.08,0.098,0.772
48263,4.3428571428571425,262.5,0.0,REPUBLICAN,0.069,0.168,0.172,0.167,0.424
48265,6.571428571428571,652.25,2.84,REPUBLICAN,0.059,0.149,0.167,0.154,0.472
48267,4.828571428571428,374.34999999999997,0.0,REPUBLICAN,0.036,0.126,0.165,0.207,0.466
48269,2.085714285714286,0.0,0.0,REPUBLICAN,0.065,0.108,0.177,0.254,0.397
48271,6.3,446.2000000000001,0.0,REPUBLICAN,0.004,0.059,0.121,0.084,0.733
48273,8.685714285714287,1035.72,11.929999999999998,REPUBLICAN,0.063,0.015,0.075,0.121,0.726
48275,5.742857142857142,1200.8899999999999,0.0,REPUBLICAN,0.063,0.105,0.184,0.145,0.502
48277,6.871428571428571,1146.43,31.45,REPUBLICAN,0.054,0.095,0.135,0.238,0.478
48279,5.442857142857143,1459.54,62.26,REPUBLICAN,0.038,0.065,0.046,0.255,0.597
48281,5.671428571428571,362.05,0.93,REPUBLICAN,0.024,0.019,0.077,0.233,0.648
48283,6.914285714285714,4722.05,0.0,REPUBLICAN,0.152,0.002,0.083,0.097,0.667
48285,5.185714285714285,2827.0499999999997,12.42,REPUBLICAN,0.008,0.029,0.114,0.114,0.736
48287,5.142857142857143,953.9799999999999,23.939999999999987,REPUBLICAN,0.035,0.122,0.148,0.142,0.553
48289,7.871428571428572,773.9399999999998,6.4399999999999995,REPUBLICAN,0.089,0.078,0.111,0.192,0.531
48291,10.557142857142859,901.4199999999998,24.1,REPUBLICAN,0.019,0.034,0.114,0.182,0.65
48293,7.014285714285714,740.26,11.879999999999999,REPUBLICAN,0.005,0.086,0.061,0.087,0.762
48295,4.185714285714286,464.08000000000004,0.0,REPUBLICAN,0.147,0.143,0.099,0.195,0.415
48297,7.057142857142857,1170.2600000000002,8.19,REPUBLICAN,0.005,0.003,0.081,0.189,0.722
48299,6.0857142857142845,397.83,0.76,REPUBLICAN,0.08,0.036,0.056,0.214,0.615
48301,2.2285714285714286,0.0,0.0,REPUBLICAN,0.109,0.047,0.081,0.221,0.543
48303,6.1428571428571415,1692.3499999999997,23.689999999999998,REPUBLICAN,0.031,0.072,0.056,0.232,0.61
48305,5.785714285714286,1025.0000000000002,58.8,REPUBLICAN,0.032,0.068,0.054,0.222,0.624
48307,7.471428571428572,453.98,6.27,REPUBLICAN,0.031,0.053,0.09,0.34,0.486
48309,6.6000000000000005,1607.37,15.680000000000001,REPUBLICAN,0.022,0.049,0.046,0.161,0.721
48311,2.628571428571429,922.9299999999998,0.0,REPUBLICAN,0.043,0.002,0.21,0.203,0.542
48313,7.128571428571429,3704.7900000000004,0.0,REPUBLICAN,0.065,0.032,0.097,0.337,0.469
48315,8.542857142857143,1222.9299999999998,82.41999999999999,REPUBLICAN,0.076,0.067,0.118,0.211,0.528
48317,6.0857142857142845,750.18,20.25,REPUBLICAN,0.075,0.043,0.056,0.235,0.591
48319,5.414285714285714,899.04,0.0,REPUBLICAN,0.043,0.091,0.163,0.247,0.456
48321,10.742857142857142,1709.5100000000002,15.91,REPUBLICAN,0.004,0.051,0.113,0.161,0.67
48323,15.171428571428573,2552.9099999999994,44.280000000000015,DEMOCRAT,0.005,0.091,0.129,0.13,0.645
48325,6.742857142857143,1100.85,20.57,REPUBLICAN,0.006,0.017,0.07,0.155,0.753
48327,5.428571428571429,748.3599999999997,0.0,REPUBLICAN,0.013,0.048,0.088,0.289,0.562
48329,7.785714285714286,1020.7099999999997,18.750000000000004,REPUBLICAN,0.083,0.044,0.066,0.219,0.588
48331,7.499999999999999,1149.3100000000002,8.12,REPUBLICAN,0.006,0.019,0.07,0.228,0.679
48333,4.1571428571428575,284.35,0.0,REPUBLICAN,0.041,0.117,0.062,0.261,0.518
48335,7.328571428571428,506.4899999999999,0.0,REPUBLICAN,0.168,0.131,0.087,0.126,0.489
48337,6.9142857142857155,238.52999999999994,5.039999999999999,REPUBLICAN,0.041,0.08,0.129,0.22,0.529
48339,7.8999999999999995,966.3699999999999,9.680000000000003,REPUBLICAN,0.031,0.073,0.061,0.145,0.69
48341,3.8428571428571425,5272.12,71.6,REPUBLICAN,0.101,0.064,0.123,0.27,0.441
48343,10.200000000000001,740.0399999999998,0.0,REPUBLICAN,0.038,0.116,0.21,0.176,0.46
48345,4.814285714285714,333.25000000000006,0.0,REPUBLICAN,0.067,0.053,0.084,0.206,0.591
